ID	Title	URL	TOPIC_NUM	Year	Instructor	Venue	
436	Lecture 4.5 - Supervised Learning Bayesian Linear Regression - Predictive Distribution	https://uvaml1.github.io/2020/slides/4.5_BayesianPredictiveDistributions.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
437	Lecture 5.1 - Supervised Learning Bayesian Linear Regression - The Equivalent Kernel	https://uvaml1.github.io/2020/slides/5.1_EquivalentKernel.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
438	Lecture 5.2 - Supervised Learning Bayesian Linear Regression - Bayesian Model Comparison	https://uvaml1.github.io/2020/slides/5.2_BayesianModelComparison.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
439	Lecture 5.3 - Supervised Learning Bayesian Linear Regression - Approximating the Model Evidence	https://uvaml1.github.io/2020/slides/5.3_ModelEvidenceApproximationEmpiricalBayes.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
440	Lecture 5.4 - Supervised Learning Classification - Decision Regions	https://uvaml1.github.io/2020/slides/5.4_ClassificationWithDecisionRegions.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
441	Lecture 5.5 - Supervised Learning Classification - DecisionTheory	https://uvaml1.github.io/2020/slides/5.5_DecisionTheory.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
442	Lecture 6.1 - Supervised Learning Classification - Probabilistic Generative Models - Maximum Likelihood Solution	https://uvaml1.github.io/2020/slides/6.1_PGMMaximumLikelihood.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
443	Lecture 6.2 - Supervised Learning Classification - Probabilistic Generative Models - For Discrete Variables	https://uvaml1.github.io/2020/slides/6.2_PGMDiscreteData.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
444	Lecture 6.3 - Supervised Learning Classification - Discriminative Models	https://uvaml1.github.io/2020/slides/6.3_DiscriminantFunctions.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
445	Lecture 6.4 - Supervised Learning Classification - Discriminative Models - Least Squares Regression	https://uvaml1.github.io/2020/slides/6.4_DiscriminantFunctionsLeastSquaresRegression.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
446	Lecture 6.5 - Supervised Learning Classification - Discriminative Models - The Perceptron	https://uvaml1.github.io/2020/slides/6.5_DiscriminantFunctionsPerceptron.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
447	Lecture 7.1 - Supervised Learning Classification - Classification With Basis Functions	https://uvaml1.github.io/2020/slides/7.1_ClassificationWithBasisFunctions.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
448	Lecture 7.2 - Supervised Learning Classification - Probabilistic Discriminative Models - Logistic Regression	https://uvaml1.github.io/2020/slides/7.2_ProbabilisticDiscriminativeModelsLogisticRegression.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
449	Lecture 7.3 - Supervised Learning Classification - Logistic Regression: Stochastic Gradient Descent	https://uvaml1.github.io/2020/slides/7.3_LogisticRegressioStochasticGradientDescent.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
450	Lecture 7.4 - Supervised Learning Classification - Logistic Regression: NewtonRaphson Optimization	https://uvaml1.github.io/2020/slides/7.4_LogisticRegressionNewtonRaphson.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
451	Lecture 8.1 - Supervised Learning Neural Networks	https://uvaml1.github.io/2020/slides/8.1_NeuralNetworks.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
452	Lecture 8.2 - Supervised Learning Neural Networks - Universal Approximators	https://uvaml1.github.io/2020/slides/8.2_NeuralNetworksUniversalApproximationTheorem.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
453	Lecture 8.3 - Supervised Learning Neural Networks - Losses	https://uvaml1.github.io/2020/slides/8.3_NeuralNetworkLosses.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
454	Lecture 8.4 - Supervised Learning Neural Networks - Training	https://uvaml1.github.io/2020/slides/8.4_NeuralNetworksStochasticGradientDescent.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
455	Lecture 8.5 - Supervised Learning Neural Networks - Error Backpropagation	https://uvaml1.github.io/2020/slides/8.5_NeuralNetworkBackpropagation.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
456	Lecture 9.1 - Unsupervised Learning Latent Variable Models	https://uvaml1.github.io/2020/slides/9.1_UnsupervisedLearningLatentVariableModels.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
457	Lecture 9.2 - Unsupervised Learning K-Means Clustering	https://uvaml1.github.io/2020/slides/9.2_KMeansClustering.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
458	Lecture 9.3 - Unsupervised Learning Intermezzo: Lagrange Multipliers	https://uvaml1.github.io/2020/slides/9.3_IntermezzoLagrangeMultipliers.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
459	Lecture 9.4 - Unsupervised Learning Gaussian Mixture Models - The Expectation Maximization Algorithm	https://uvaml1.github.io/2020/slides/9.4_GaussianMixtureModelsExpectationMaximization.pdf	1559.0	2020	Erik Bekkers	University of Amsterdam	
460	Lecture 1	https://www.cs.ubc.ca/~nando/540-2013/lectures/l1.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
461	Optimization: gradient descent and Newton’s method	https://www.cs.ubc.ca/~nando/540-2013/lectures/l10.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
462	Logistic Regression and Neuron Models	https://www.cs.ubc.ca/~nando/540-2013/lectures/l11.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
463	Neural Networks	https://www.cs.ubc.ca/~nando/540-2013/lectures/l12.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
464	Deep learning	https://www.cs.ubc.ca/~nando/540-2013/lectures/l13.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
465	Importance sampling & Markov chain Monte Carlo (MCMC)	https://www.cs.ubc.ca/~nando/540-2013/lectures/l14.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
466	Linear prediction	https://www.cs.ubc.ca/~nando/540-2013/lectures/l2.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
467	Probabilistic linear prediction and maximum likelihood	https://www.cs.ubc.ca/~nando/540-2013/lectures/l3.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
468	Regularization, nonlinear prediction, and generalization	https://www.cs.ubc.ca/~nando/540-2013/lectures/l4.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
469	Bayesian learning	https://www.cs.ubc.ca/~nando/540-2013/lectures/l15.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
470	Gaussian Processes	https://www.cs.ubc.ca/~nando/540-2013/lectures/l6.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
471	Bayesian optimization, bandits and Thompson sampling	https://www.cs.ubc.ca/~nando/540-2013/lectures/l7.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
472	Decision trees	https://www.cs.ubc.ca/~nando/540-2013/lectures/l8.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
473	Random Forests	https://www.cs.ubc.ca/~nando/540-2013/lectures/l9.pdf	1559.0	2013	Nando de Freitas	University of British Columbia	
474	Matrix Notation	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L1.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
475	Mixture Models, Expectation Maximization	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L10.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
476	Kernel Density Estimation, Factor Analysis	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L11.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
477	Independent Component Analysis, Markov Chains	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L12.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
478	Message Passing, Directed Acyclic Graphical Models	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L13.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
479	More DAGs, Undirected Graphical Models	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L14.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
480	Gibbs Sampling, Variational Inference	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L15.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
481	Hidden Markov Models, Boltzmann Machines	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L16.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
482	Log-Linear Models, Conditional Random Fields	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L17.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
483	Structure Learning, Structured SVMs	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L18.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
484	Deep CRFs, Convolutional Neural Networks	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L19.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
485	MAP Estimation, Convex Functions	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L2.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
486	Fully-Convolutional Networks, Empirical Bayes	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L20.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
487	Empirical Bayes, Hierarchical Bayes	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L21.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
488	Lecture 22	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L22.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
489	Lecture 23	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L23.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
490	Gradient Descent, Newton-like Methods	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L3.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
491	Optimization Zoo, Coordinate Optimization	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L4.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
492	Group L1-Regularization, Proximal-Gradient	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L5.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
493	Structured Sparsity, Stochatic Subgradient	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L6.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
494	Stochastic Average Gradient, Kernel Methods	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L7.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
495	Kernel Methods, Fenchel Duality	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L8.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
496	Density Estimation, Multivariate Gaussian	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/L9.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
497	CPSC 540 Notes on Norms	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/norms.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
498	Notes on Probability	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/probability.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
499	Tutorial 1	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T1.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
500	Tutorial 10	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T10.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
501	Tutorial 2	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T2.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
502	Tutorial 3	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T3.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
503	Tutorial 4	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T4.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
504	Tutorial 8	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T8.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
505	Tutorial 9	https://www.cs.ubc.ca/~schmidtm/Courses/540-W17/T9.pdf	1559.0	2017	Mark Schmidt	University of British Columbia	
506	Lecture 1: Introduction	Couldn't find 2019 version	1201.0	2019	David Bamman	UC Berkeley	
507	Lecture 10: Word embeddings		1201.0	2019	David Bamman	UC Berkeley	
508	Lecture 11: Neural networks		1201.0	2019	David Bamman	UC Berkeley	
509	Lecture 12: Convolutional neural networks		1201.0	2019	David Bamman	UC Berkeley	
510	Lecture 13: RNNs/LSTMs		1201.0	2019	David Bamman	UC Berkeley	
511	Lecture 14: Attention		1201.0	2019	David Bamman	UC Berkeley	
512	Lecture 15: Annotating data		1201.0	2019	David Bamman	UC Berkeley	
513	Lecture 16: WordNet		1201.0	2019	David Bamman	UC Berkeley	
514	Lecture 17: WordNet 2		1201.0	2019	David Bamman	UC Berkeley	
515	Lecture 18: Parts of speech		1201.0	2019	David Bamman	UC Berkeley	
516	Lecture 19: Named entity recognition		1201.0	2019	David Bamman	UC Berkeley	
517	Lecture 2: Words		1201.0	2019	David Bamman	UC Berkeley	
518	Lecture 20: Sequence labeling		1201.0	2019	David Bamman	UC Berkeley	
519	Lecture 21: Multiword expressions		1201.0	2019	David Bamman	UC Berkeley	
520	Lecture 22: Dependency parsing		1201.0	2019	David Bamman	UC Berkeley	
521	Lecture 23: Coreference		1201.0	2019	David Bamman	UC Berkeley	
522	Lecture 24: Information Extraction 1		1201.0	2019	David Bamman	UC Berkeley	
523	Lecture 25: Information Extraction 2		1201.0	2019	David Bamman	UC Berkeley	
524	Lecture 26: Clustering		1201.0	2019	David Bamman	UC Berkeley	
525	Lecture 3: Finding Distinctive Terms		1201.0	2019	David Bamman	UC Berkeley	
526	Lecture 4: Dictionaries		1201.0	2019	David Bamman	UC Berkeley	
527	Lecture 5: Text classification		1201.0	2019	David Bamman	UC Berkeley	
528	Lecture 6: Text regression		1201.0	2019	David Bamman	UC Berkeley	
529	Lecture 7: Testing		1201.0	2019	David Bamman	UC Berkeley	
530	Lecture 8: Nonparametric tests		1201.0	2019	David Bamman	UC Berkeley	
531	Lecture 9: Lexical semantics		1201.0	2019	David Bamman	UC Berkeley	
532	Introduction	Requires password to access?	1201.0	2016	Yoav Artzi	Cornell	
533	Language Models		1201.0	2016	Yoav Artzi	Cornell	
534	Text Classification		1201.0	2016	Yoav Artzi	Cornell	
535	Neural Networks		1201.0	2016	Yoav Artzi	Cornell	
536	Part-of-speech Tagging		1201.0	2016	Yoav Artzi	Cornell	
537	Constituency Parsing		1201.0	2016	Yoav Artzi	Cornell	
538	Lexicalized Parsing		1201.0	2016	Yoav Artzi	Cornell	
539	Unlexicalized Parsing		1201.0	2016	Yoav Artzi	Cornell	
540	Dependency Parsing		1201.0	2016	Yoav Artzi	Cornell	
541	Lexical Semantics		1201.0	2016	Yoav Artzi	Cornell	
542	Machine Translation		1201.0	2016	Yoav Artzi	Cornell	
543	IBM Translation Models		1201.0	2016	Yoav Artzi	Cornell	
544	Phrase-based Translation		1201.0	2016	Yoav Artzi	Cornell	
545	Introduction	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/01-intro.pdf	1262.0	2015	Yoav Artzi	Cornell	
546	Part-of-speech Tagging	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/02-pos.pdf	1262.0	2015	Yoav Artzi	Cornell	
547	Hidden Markov Models	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/03-hmm.pdf	1262.0	2015	Yoav Artzi	Cornell	
548	Feature-based Tagging	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/04-crf.pdf	1262.0	2015	Yoav Artzi	Cornell	
549	Parsing	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/05-parsing.pdf	1262.0	2015	Yoav Artzi	Cornell	
550	Lexicalized Parsing	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/06-parsing-lex.pdf	1262.0	2015	Yoav Artzi	Cornell	
551	Unlexicalized Parsing	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/07-parsing-unlex.pdf	1262.0	2015	Yoav Artzi	Cornell	
552	Dependency Parsing	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/08-parsing-dep.pdf	1262.0	2015	Yoav Artzi	Cornell	
553	Applications	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/09-applications.pdf	1262.0	2015	Yoav Artzi	Cornell	
554	TAG and CCG	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/10-parsing-other.pdf	1262.0	2015	Yoav Artzi	Cornell	
555	Semantic Parsing: Introduction	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/11-sempar-intro.pdf	1262.0	2015	Yoav Artzi	Cornell	
556	Semantic Parsing: Lambda Calculus and CCG	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/12-sempar-lamccg.pdf	1262.0	2015	Yoav Artzi	Cornell	
557	Semantic Parsing: Learning	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/13-sempar-learn.pdf	1262.0	2015	Yoav Artzi	Cornell	
558	Semantic Parsing: Modeling	https://www.cs.cornell.edu/courses/cs6741/2015fa/lectures/14-sempar-modeling.pdf	1262.0	2015	Yoav Artzi	Cornell	
559	1. How Gated Units Fix Things – Backpropagation through Time		1201.0	2017	Jonathan Berant	University of Tel Aviv	
560	Syntactic Parsing		1201.0	2017	Jonathan Berant	University of Tel Aviv	
561	Computation graphs		1201.0	2017	Jonathan Berant	University of Tel Aviv	
562	Discriminative models for syntactic parsing		1201.0	2017	Jonathan Berant	University of Tel Aviv	
563	Global linear models		1201.0	2017	Jonathan Berant	University of Tel Aviv	
564	Introduction		1201.0	2017	Jonathan Berant	University of Tel Aviv	
565	Language models		1201.0	2017	Jonathan Berant	University of Tel Aviv	
566	Feature-rich models		1201.0	2017	Jonathan Berant	University of Tel Aviv	
567	Syntactic Parsing		1201.0	2017	Jonathan Berant	University of Tel Aviv	
568	RL Tree		1201.0	2017	Jonathan Berant	University of Tel Aviv	
569	Executable semantic parsing - compositionality		1201.0	2017	Jonathan Berant	University of Tel Aviv	
570	Supervision in syntactic parsing		1201.0	2017	Jonathan Berant	University of Tel Aviv	
571	Parsing		1201.0	2017	Jonathan Berant	University of Tel Aviv	
572	Neural semantic parsing		1201.0	2017	Jonathan Berant	University of Tel Aviv	
573	Tagging		1201.0	2017	Jonathan Berant	University of Tel Aviv	
574	Word vectors		1201.0	2017	Jonathan Berant	University of Tel Aviv	
575	Combinatory Categorial Grammars		1201.0	2017	Jonathan Berant	University of Tel Aviv	
576	HW 3 (Electronic Component)	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/assignments/ehw3.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
577	HW 4 (Electronic Component)	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/assignments/ehw4.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
578	HW 5 (Electronic Component)	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/assignments/ehw5.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
579	HW 6 (Electronic Component)	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/assignments/ehw6.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
580	Written HW 3	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/assignments/written3.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
581	Written HW 4	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/assignments/written4.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
582	Note 1	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note01.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
583	Note 2	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note02.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
584	Note 3	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note03.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
585	Note 4	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note04.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
586	Note 5	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note05.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
587	Note 6	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note06.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
588	Note 7	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note07.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
589	Note 8	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note08.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
590	Note 9	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note09.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
591	Note 10	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/notes/note10.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
592	Adversarial Machine Learning	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/adv_i_adversarial.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
593	Fairness and Machine Learning: Limitations and Opportunities	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/adv_ii_fairness.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
594	CLIP Learning Transferable Visual Models From Natural Language Supervision	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/adv_iii_clip.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
595	The Future of AI	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/final_lecture.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
596	Lecture 1	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec01.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
597	Lecture 2	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec02.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
598	Lecture 3	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec03.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
599	Lecture 4	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec04.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
600	Lecture 5	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec05.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
601	Lecture 6	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec06.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
602	Lecture 7	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec07.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
603	Lecture 8	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec08.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
604	Lecture 9	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec09.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
605	Lecture 10	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec10.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
606	Lecture 11	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec11.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
607	Lecture 12	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec12.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
608	Lecture 13	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec13.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
609	Lecture 14	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec14.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
610	Lecture 15	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec15.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
611	Lecture 16	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec16.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
612	Lecture 17	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec17.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
613	Lecture 17	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec17b.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
614	Lecture 18	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec18.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
615	Lecture 19	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec19.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
616	Lecture 20	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec20.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
617	Lecture 21	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec21.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
618	Lecture 22	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec22.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
619	Lecture 23	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec23.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
620	Lecture 24	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec24.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
621	Lecture 25	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec25.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
622	Lecture 26	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec26.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
623	Lecture 27	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec27.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
624	Lecture 28	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec28.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
625	Lecture 29	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec29.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
626	Lecture 30	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec30.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
627	Lecture 31	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec31.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
628	Lecture 32	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec32.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
629	Lecture 33	https://inst.eecs.berkeley.edu/~cs188/sp21/assets/slides/lec33.pdf	1007.0	2021	Stuart Russell and Dawn Song	UC Berkeley	
630	1. Logistics, Software, Linear Algebra	http://courses.d2l.ai/berkeley-stat-157/slides/1_22/1-Logistics.pdf	1045.0	2019	Mu Li and Alex Smola	UC Berkeley	
